3.39,3.63,2.61,1.87,2.9,2.29,2.72,3.94,3.35,4.46,4.41,4.19,4.07
2.21,1.57,2.12,2.36,4.1,2.8,2.65,2.64,3.45,2.98,3.81,3.38,4.53
2.18,2.36,2.82,2.55,2.17,2.6,4.39,3.61,3.57,3.66,3.37,3.99,5.73
3.39,3.63,2.61,1.87,2.9,2.29,2.72,3.94,2.8,4.17,4.61,4.92,3.92
1.79,1.84,2.33,2.64,3.4,2.86,3.85,4.4,3.66,4.4,3.14,4.82,5.07
3.28,3.35,2.93,3.04,4.61,3.93,2.57,3.5,4.67,2.73,3.83,4.06,5.38
2.07,1.4,2.56,3,1.81,3.32,2.74,2.84,4.01,4.66,4.65,4.15,4.46
2.14,2.88,3.85,1.93,1.98,2.33,2.46,3.55,2.97,2.54,3.22,3.84,4.27
2.21,1.57,2.12,2.36,4.1,2.8,2.65,2.64,3.45,2.98,3.81,3.38,4.53
2.21,1.57,2.12,2.16,2.35,3.92,3.77,4.6,2.71,3.11,3.99,4.32,2.79
1.76,3,3.36,2.32,2.91,2.76,3.46,4.62,4.03,2.42,4.77,3.95,3.88
2.07,1.4,2.56,1.12,1.56,1.31,3.12,3.51,3.19,3.44,3.85,2.94,3.45
2.81,2.55,2.44,2.17,2.6,1.07,2.44,1.9,4.23,4.22,4.85,4.37,4.04
2.31,1.79,1.78,3.26,2.46,3.7,3.25,4.01,2.71,4.37,4.03,3.93,5.57
3.39,3.63,2.61,1.87,2.9,2.29,2.72,3.94,2.8,4.17,4.61,4.92,3.92
2.81,1.62,1.68,2.71,0.94,1.69,2.61,3.66,3.98,3.27,3.8,5.74,5.42
2.07,1.4,2.56,3,1.81,3.32,2.74,2.84,2.32,3.36,1.4,2.8,3.09
2.81,2.55,2.44,2.17,2.49,3.89,2.05,2.89,3.04,3.74,3.44,4.13,3.74
2.81,2.55,2.44,2.17,2.6,1.07,2.44,1.9,4.23,4.22,4.85,4.37,4.04
2.81,1.62,1.68,2.71,0.94,1.69,2.61,3.66,3.98,3.27,3.8,3.22,4.24
3.28,3.35,2.93,3.04,4.61,3.93,2.57,3.5,4.67,2.73,4.9,5.1,4.57
2.07,1.4,2.56,1.12,1.56,1.31,3.12,3.51,3.19,3.44,3.85,5.19,4.78
1.76,3,3.36,2.32,2.91,2.76,3.46,1.72,1.75,3.88,2.82,2.63,4.61
1.76,2.5,2.3,1.73,2.9,1.24,2.48,3.3,3.12,2.87,4.35,4.06,4.4
3.39,3.63,2.61,1.87,2.9,2.29,2.72,3.94,3.35,4.46,4.41,2.83,3.86
1.79,1.84,2.33,2.64,3.4,2.86,3.85,4.4,3.66,4.4,3.14,5.29,4.76
2.21,1.57,2.12,2.16,2.35,3.92,3.77,3.53,4.13,3.62,3.81,5.58,5.51
2.81,2.55,2.44,2.17,2.49,3.89,2.05,2.89,3.04,3.74,3.44,4.12,3.71
2.18,2.36,2.82,2.55,2.17,2.6,4.39,3.61,3.02,4.28,4.19,2.57,3.67
1.79,1.84,2.33,2.72,1.87,1.7,2.46,3.58,5.17,4.84,3.52,5.26,4
2.07,1.4,2.56,3,1.81,3.32,2.74,2.84,3.63,2.53,3.96,3.11,3.76
1.79,1.84,2.33,2.64,3.4,2.86,3.85,4.4,3.66,4.4,3.14,5.29,6.87
1.76,3,3.36,2.32,2.91,2.76,3.46,1.72,1.75,3.88,3.1,4.34,4.92
2.73,2.04,1.54,3.01,3.15,3.61,3.41,3.32,3.51,3.84,4.34,3.18,3.5
1.42,0.68,2.07,2.81,1.77,2.94,2.72,3.4,4.22,4.38,4.75,4.11,6.02
2.07,1.4,2.56,1.12,1.56,1.31,3.12,3.51,3.19,3.44,3.85,5.19,4.78
2.21,1.57,2.12,2.16,2.35,3.92,3.77,3.53,4.13,3.62,3.81,4.01,4.27
2.81,2.55,2.44,2.17,2.49,3.89,2.05,2.89,3.04,1.91,3.1,4.15,5.32
3.39,3.63,2.61,1.87,2.9,2.29,2.72,3.94,3.35,4.46,4.41,4.19,4.07
2.81,2.55,2.44,2.17,2.6,1.07,2.44,1.9,4.23,3.96,3.39,4.48,4.92
2.81,2.55,2.44,2.17,2.6,1.07,2.44,1.9,4.23,4.22,4.85,4.37,4.49
2.81,2.55,2.44,2.17,2.6,1.07,2.44,1.9,4.23,3.96,3.01,2.91,5.17
2.07,1.4,2.56,3,1.81,3.32,2.74,2.84,2.32,3.36,1.4,2.8,3.09
2.81,1.62,1.68,2.71,0.94,1.69,2.61,3.66,3.98,3.08,4.18,5.06,5.21
1.76,2.5,2.3,1.73,2.9,1.24,2.48,3.3,3.12,2.87,4.35,4.06,4.4
3.04,3.41,1.83,2.9,2.53,3.23,2.67,3.96,3.41,4.19,4.37,4.72,4.22
1.76,3,3.36,2.32,2.91,2.76,3.46,4.62,4.03,2.42,4.77,3.95,3.52
2.81,2.55,2.44,2.17,2.6,1.07,2.44,1.9,4.23,5.69,4.37,4.5,4.51
2.73,2.04,1.54,3.01,3.15,3.61,3.41,3.32,3.51,3.84,4.34,3.18,3.5
2.14,2.88,3.85,1.93,1.98,2.33,2.46,3.55,2.97,3.85,4.5,5.26,2.72
2.81,1.62,1.68,2.71,0.94,1.69,2.61,3.66,3.98,3.27,3.8,3.51,3.36
3.28,3.35,2.93,3.04,4.61,3.93,2.57,3.5,4.67,2.73,2.9,4.57,3.41
2.86,2.73,2.15,2.27,4.46,4.28,3.87,3.57,3.22,4.25,3.96,3.85,3.58
2.82,2.34,2.83,1.64,2.22,2.05,2.43,3.13,4.48,3.99,4.69,5.26,4.09
2.14,2.88,3.85,1.93,1.98,2.33,2.46,3.55,2.97,2.54,3.22,4.13,3.43
1.42,0.68,2.07,2.81,1.77,2.94,2.72,3.4,4.22,4.38,4.75,4.11,6.02
2.81,2.55,2.44,2.17,2.6,1.07,2.44,1.9,4.23,3.96,3.39,4.48,4.42
3.39,3.63,2.61,1.87,2.9,2.29,2.72,3.94,2.8,4.12,3.95,3.93,4.27
1.76,2.5,2.3,1.73,2.9,1.24,2.48,3.3,3.12,2.87,4.35,4.06,3.92
2.18,2.36,2.82,2.55,2.17,2.6,4.39,3.61,3.02,4.28,4.19,3.99,4.33
1.76,2.5,2.3,1.73,2.9,1.24,2.48,3.3,3.12,2.87,4.35,4.06,4.4
2.21,1.57,2.12,2.16,2.35,3.92,3.77,3.53,4.13,3.62,3.81,5.58,5
1.42,0.68,2.07,2.81,1.77,2.94,2.72,3.4,4.22,4.38,4.75,4.11,6.02
1.42,0.68,2.07,2.81,1.77,2.94,2.72,3.4,4.22,4.38,3.78,5.49,4.45
2.81,2.55,2.44,2.17,2.6,1.07,2.44,1.9,4.23,4.22,4.85,4.37,4.04
2.21,1.57,2.12,2.16,2.35,3.92,3.77,3.53,4.13,3.62,3.81,5.58,5.52
2.07,1.4,2.56,3,1.81,3.32,2.74,2.84,2.32,3.68,4.13,3.69,4.33
1.76,2.5,2.3,1.73,2.9,1.24,2.48,3.3,3.12,2.87,4.35,4.06,4.4
1.76,2.5,2.3,1.73,2.9,1.24,2.48,3.3,3.12,2.87,4.35,4.94,4.64
1.76,2.5,2.3,1.73,2.9,1.24,2.48,3.3,3.12,2.87,4.35,4.06,5.74
1.76,3,3.36,2.32,2.91,2.76,3.46,1.72,1.75,3.88,3.1,4.34,4.91
2.81,2.55,2.44,2.17,2.6,1.07,2.44,1.9,4.23,5.69,4.37,1.99,2.28
3.04,4.26,2.8,2.19,1.47,2.04,2.61,4.48,3.04,3.96,4.75,3.71,2.98
3.28,3.35,2.93,3.04,4.61,3.93,2.57,3.5,4.67,2.73,2.9,4.57,3.41
1.42,0.68,2.07,2.81,1.77,2.94,2.72,3.4,4.22,4.38,2.73,3.55,4.04
2.81,2.55,2.44,2.17,2.6,1.07,2.44,1.9,4.23,3.96,3.39,3.44,4.11
3.04,3.41,1.83,2.9,2.53,3.23,2.67,3.96,3.41,4.19,4.37,4.72,4.22
2.18,2.36,2.82,2.55,2.17,2.6,4.39,3.61,3.57,3.66,3.37,3.99,5.73
2.07,1.4,2.56,3,1.81,3.32,2.74,2.84,2.32,3.36,1.4,2.8,3.09
3.04,4.26,2.8,2.19,1.47,2.04,2.61,4.05,2.88,4.45,3.98,3.61,4.45
2.18,2.36,2.82,2.55,2.17,2.6,4.39,3.61,3.02,4.28,4.19,4,4.35
2.81,2.55,2.44,2.17,2.6,3.64,3.92,3.77,3.37,2.96,3.92,2.63,3.98
2.81,2.55,2.44,2.17,2.6,1.07,2.44,1.9,4.23,5.69,4.37,4.5,4.51
2.18,2.36,2.82,2.55,2.17,2.6,4.39,3.61,3.57,3.12,4.5,3.77,2.91
1.79,1.84,2.33,2.94,3.16,2.78,2.57,2.92,3.28,3.81,4.75,4.5,2.5
2.81,2.55,2.44,2.17,2.49,3.89,2.05,2.89,3.04,3.74,3.44,4.13,3.74
2.14,2.88,3.85,1.93,1.98,2.33,2.46,3.55,2.97,3.85,4.5,5.26,2.72
2.81,2.55,2.44,2.17,2.6,1.07,2.44,1.9,4.23,3.96,3.39,3.44,3.56
