0, 0.3
0, 0.23
0, -1.17
0, -0.48
0, 0
0.0000000000000000000001480790222, 3.52
0, 0.15
0, 0.08
0, -2.79
0, -0.89
0, -0.53
0, 0.41
0, -1.96
0, -2.33
0, 0.63
0, 1.13
0, -0.14
0, -1.06
0, 1.16
0, 0.47
0, 0.56
0, -2.52
0, -0.89
0, -0.03
0.0000000000000000000539472710457, 2.69
0, -0.09
0, 0.97
0, -1.73
0, -0.72
0, 0.62
0, -0.53
0, 0.6
0, -0.27
0, -0.31
0, 1.57
0, -1.2
0, 0.41
0, -0.4
0, 0.64
0, -0.09
0, 0.37
0, -0.61
0, -0.22
0, -0.28
0, 2.03
0, -0.19
0, 0.79
0, -1.15
0, 1.57
0, 1.06
0, -3.05
0.0000000000000000000000000025733, 2.68
0, 0.33
0, -0.84
0, -1.78
0, -0.31
0.000110418140685380023090383189, 3.32
0, 0.4
0, 0.36
0, -0.52
0, 0.09
0, 0.28
0, 0.15
0, -0.16
0, -0.68
0, -1.61
0, -1.61
0, -1.99
0, -1.95
0, -3
0, -2.2
0, 1.48
0, -1.54
0, 0.06
0, -2
0.0000000000000000000100222436702, 2.24
0, 0.65
0, -2.01
0, 0.2
0, -0.87
0, 0.72
0, 0.5
0.0000000000000000000000000798695, 2.78
0, 1.96
0, -1.36
0, -1.03
0, 0.86
0.0000000000000000000000596348439, 2.3
0, -2.12
0, -0.02
0.0000000000000000000000000018458, 2.47
0, 0.4
0, 0.16
0, -1.73
0, 0.14
0, 0.72
0, -0.94
0, -0.74
0, 0.16
0, 1.27
0, -1.17
0, 0.66
0, 1.24
0, 0.86
0, 2.41
0, -1.91
0, -0.05
0, -0.12
0, 0.85
0, 1.22
0, -0.04
0, -3
0, 1.46
0, -1.39
0, -0.3
0, 0.13
0.0000000000000000000001622391602, 2.94
0, 1.73
0, 0.89
0, -1.68
0, 0.37
0, -0.35
0, 0.97
0, -2.69
0, 0.01
0, -0.35
0, -1.02
0, 0.13
0.0000000000000000000000000000007, 2.21
0, -1.2
0, 1.93
0, -0.91
0, 0.13
0, -1.45
0, -0.7
0, -2.14
0, 4.36
